initial_token,token_with_border
осинки,осинк|и
рёвой,рёво|й
оршоя,оршоя
куду,куд|у
вейко,вей|ко
хирагр,хир|агр
поля,пол|я
оладий,олади|й
дохлое,дохло|е
датуш,дат|уш
разную,раз|ную
жухлая,жухла|я
сникая,сника|я
кельм,кел|ьм
сплели,спл|ели
тане,тан|е
зрелых,зрелы|х
зубьях,зубья|х
борщу,бор|щу
нильс,нил|ьс
катюш,кат|юш
данил,дан|ил
сайдам,сай|дам
дусты,дус|ты
зноях,зноя|х
сыщицу,сыщиц|у
элинте,элинт|е
ротков,ротко|в
этуши,этуш|и
фавдий,фавди|й
муслим,мус|лим
житную,житну|ю
ценил,цен|ил
азовне,азовн|е
допои,доп|ои
жером,жеро|м
нагоя,наг|оя
мотком,мот|ком
ширяли,ширял|и
казыму,каз|ыму
лилам,лила|м
арефой,арефо|й
амза,амза
смочив,смочи|в
взмоем,взмое|м
козий,коз|ий
редуту,ред|уту
атиках,атика|х
васу,вас|у
мялхи,мялх|и
аббяс,абб|яс
кокаин,кок|аин
палубе,пал|убе
истаю,ист|аю
звенящ,зве|нящ
алисон,али|сон
малаги,мал|аги
ерих,ерих
смейзу,смейз|у
фасцию,фас|цию
жабина,жаб|ина
сербах,серба|х
разное,раз|ное
ефимке,ефи|мке
хернею,хер|нею
сектой,сек|той
шрабах,шраба|х
томью,том|ью
нимфея,ним|фея
шагины,шаг|ины
цибета,цибета
значь,зна|чь
калиса,кал|иса
воля,вол|я
иренее,ире|нее
рагиму,рагим|у
доому,доом|у
пытало,пыт|ало
утерян,утеря|н
скупай,скупа|й
леовна,леовн|а
вживи,вжи|ви
начёса,нач|ёса
айтане,айтан|е
илярию,иляр|ию
куной,кун|ой
федяев,фед|яев
обвале,обв|але
копая,коп|ая
вахнин,вахни|н
нового,нов|ого
булыге,бул|ыге
плещем,пле|щем
сконто,сконт|о
огурец,огу|рец
уловно,уловн|о
растёт,рас|тёт
тмив,тмив
равику,равик|у
слепун,сле|пун
калена,кал|ена
каюке,каюк|е
язёвое,язёвое
топило,топ|ило
асхаты,асхат|ы
сладка,сла|дка
пляже,пля|же
комтек,комте|к
мурами,мурам|и
ржём,ржё|м
данией,дан|ией
арзен,арз|ен
обклюю,обк|люю
тереби,тер|еби
оборон,обо|рон
ехидах,ехида|х
гаревы,гар|евы
салова,сал|ова
зыбун,зыб|ун
лёгким,лёгки|м
плозию,пло|зию
чармом,чар|мом
фуфыру,фуф|ыру
мошнах,мошна|х
пылают,пылаю|т
еркены,еркен|ы
выспей,выс|пей
персах,перса|х
сысков,сыско|в
ждущих,жду|щих
штормы,што|рмы
отняла,отнял|а
ланиту,ланит|у
выкосу,вык|осу
стекля,сте|кля
кроены,кроен|ы
мощёна,мощён|а
вотуму,вотум|у
могзну,могзн|у
гафель,гафел|ь
ворсуй,ворсу|й
терезу,тер|езу
бирман,бир|ман
впалая,впала|я
трампе,тра|мпе
рискам,риска|м
чётам,чёта|м
намай,нам|ай
космат,кос|мат
мюль,мюль
званом,звано|м
ирмане,ирм|ане
шнеком,шнеком
клини,кли|ни
окуное,оку|ное
брежу,бре|жу
рафимы,рафим|ы
улился,улилс|я
крадёт,кра|дёт
буним,бун|им
хрящей,хря|щей
альты,аль|ты
червах,черва|х
сменяю,сме|няю
ничью,нич|ью
мётлах,мётла|х
ноздря,ноз|дря
смехи,сме|хи
кницам,кница|м
густа,гус|та
хмелям,хмеля|м
ташке,таш|ке
папаню,пап|аню
редеть,редет|ь
анжеле,анж|еле
азат,аза|т
аилаз,аила|з
гнейсы,гне|йсы
унижал,унижа|л
лагуна,лаг|уна
лолиею,лолие|ю
имола,имол|а
чуст,чуст
община,общ|ина
ириаду,ириад|у
клочья,кло|чья
марьи,мар|ьи
ижорки,ижорк|и
снетка,сне|тка
аметы,аме|ты
аннесы,аннес|ы
набита,наб|ита
даммам,дам|мам
тощем,тощ|ем
вздуть,взд|уть
идиею,идие|ю
кариес,кар|иес
пустуя,пус|туя
клотом,кло|том
смочи,смо|чи
жопою,жопою
торге,тор|ге
удвоит,удвои|т
рюшен,рюшен
тырве,тырв|е
трепло,тре|пло
стокам,стока|м
охал,оха|л
моть,мот|ь
газуя,газу|я
анипы,ани|пы
бледня,бле|дня
рюмках,рюмка|х
диониз,дио|низ
кидали,кидал|и
аврам,авр|ам
осыпь,осы|пь
яйскою,яйско|ю
сжата,сжа|та
эмилях,эмиля|х
инсафе,инсаф|е
бивал,бив|ал
сдобя,сдо|бя
хонгхе,хонгх|е
ценимы,ценим|ы
оксино,окс|ино
абаями,абая|ми
хасями,хасям|и
лекажу,лекаж|у
омету,омет|у
зуевой,зуевой
ренета,рен|ета
взвозу,взв|озу
немец,нем|ец
дракой,дра|кой
стаха,ста|ха
силачу,сил|ачу
вещная,вещна|я
умолил,умоли|л
стефан,сте|фан
потапе,пот|апе
гнейсе,гне|йсе
ждёт,ждё|т
дикции,дикци|и
спелях,спеля|х
амброю,амб|рою
ячанью,ячань|ю
пейзан,пей|зан
вышнюю,вышню|ю
ахмятю,ахм|ятю
цезаря,цез|аря
тынзеи,тынзе|и
смысли,смы|сли
подлое,под|лое
миолог,миоло|г
знанью,знань|ю
гукеру,гукер|у
сырник,сырни|к
гугоны,гугон|ы
выдут,выд|ут
уломан,улома|н
заемся,заем|ся
кику,кик|у
жаднее,жадне|е
маорок,маоро|к
брюкву,брю|кву
мазка,маз|ка
19ом,19ом
паатов,паато|в
утаены,утаен|ы
ерино,ерин|о
сектах,сек|тах
соевей,соеве|й
обрила,обрил|а
ивит,ивит
глиф,гли|ф
князю,кня|зю
миримы,мирим|ы
ямки,ямки
жмуры,жму|ры
оспах,осп|ах
-ухий,-ухи|й
певун,пев|ун
лозен,лозе|н
иссах,исс|ах
займов,зай|мов
швейка,швейк|а
амар,ама|р
зоба,зоба
бейлер,бейле|р
эммеры,эмм|еры
блёсны,блёсны
спидол,спи|дол
довода,дов|ода
полякр,пол|якр
алыма,алы|ма
ясская,ясска|я
асфира,асфир|а
буму,бум|у
узор,узо|р
гужах,гуж|ах
антрой,ант|рой
весёло,вес|ёло
ляюзою,ляюзо|ю
асмиру,асм|иру
азите,азит|е
божане,божан|е
икосам,ико|сам
акутом,акуто|м
тохиры,тохир|ы
одеда,одед|а
двери,две|ри
батута,бат|ута
валит,вал|ит
анжу,анж|у
ловчих,лов|чих
варг,вар|г
тонины,тонин|ы
эсдек,эсдек
шартру,шар|тру
сгибом,сгибо|м
отращу,отр|ащу
макай,мак|ай
костею,кос|тею
кофакс,коф|акс
былому,былом|у
учиняй,учиня|й
малют,мал|ют
аблясы,абляс|ы
